No.,Time,FrameCounter,LX,LY,LP,RX,RY,RP,CX,CY,D,D-Sts,M-Sts,E-Sts,DISABLE_R,XMIN_ERR_R,XMAX_ERR_R,YMIN_ERR_R,YMAX_ERR_R,PUKJ_ERR_R,PUPIL_ERR_R,CALC_ERR_R,METHOD_MSB_R,METHOD_LSB_R,DISABLE_C,XMIN_ERR_C,XMAX_ERR_C,YMIN_ERR_C,YMAX_ERR_C,CALC_ERR_C,DISABLE_L,XMIN_ERR_L,XMAX_ERR_L,YMIN_ERR_L,YMAX_ERR_L,PUKJ_ERR_L,PUPL_ERR_L,CALC_ERR_L,METHOD_MSB_L,METHOD_LSB_L,SCENE,CUE3_DSTATION,CUE2_EXTERNAL,CUE1_SWITCH,TTL_WINK_R,TTL_FIX_R,DTTL_PUPIL_R,TTL_SLEEP_R,TTL_FIX_C,TTL_WINK_L,TTL_FIX_L,TTL_PUPIL_L,TTL_SLEEP_L
00000000,0.000,00:07:16:040,343.8,252.0,3.37,294.8,259.4,3.51,319.2,304.8,0.315,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000001,0.017,00:07:16:041,335.2,250.3,3.51,305.5,262.8,3.38,320.4,289.4,0.505,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000002,0.033,00:07:16:042,357.5,252.4,3.18,280.2,255.5,3.03,318.6,331.4,0.195,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000003,0.050,00:07:16:043,337.8,258.1,3.47,301.1,276.0,3.47,319.4,310.4,0.417,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000004,0.067,00:07:16:044,337.4,256.8,3.48,291.7,271.6,3.24,314.0,314.9,0.338,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000005,0.083,00:07:16:045,325.7,259.3,3.55,295.9,279.9,3.45,310.2,307.6,0.505,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000006,0.100,00:07:16:046,330.7,266.2,3.53,273.1,281.6,3.20,299.5,339.0,0.268,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000007,0.117,00:07:16:047,326.8,252.4,3.53,310.1,265.4,3.51,318.4,280.0,0.812,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000008,0.133,00:07:16:048,342.2,272.1,3.35,275.9,294.1,3.25,307.4,363.6,0.231,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000009,0.150,00:07:16:049,331.7,263.2,3.52,291.3,281.1,3.42,310.7,319.7,0.381,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000010,0.167,00:07:16:050,329.2,260.1,3.51,294.8,269.3,3.35,311.4,300.9,0.442,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000011,0.184,00:07:16:051,328.3,260.4,3.55,299.9,275.5,3.47,313.8,301.7,0.524,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000012,0.200,00:07:16:052,331.3,262.8,3.51,276.0,273.4,3.17,301.6,327.2,0.279,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000013,0.217,00:07:16:053,331.9,257.7,3.43,288.4,269.8,3.21,309.2,310.5,0.355,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000014,0.234,00:07:16:054,327.8,260.8,3.51,293.9,276.1,3.37,310.2,307.7,0.449,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000015,0.250,00:07:16:055,332.9,262.0,3.41,252.3,281.9,2.82,287.1,366.8,0.187,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000016,0.267,00:07:16:056,324.5,258.5,3.55,293.4,279.1,3.44,308.2,308.1,0.486,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000017,0.284,00:07:16:057,329.9,259.8,3.49,281.9,274.1,3.18,304.3,320.0,0.322,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000018,0.300,00:07:16:058,347.8,266.0,3.44,305.7,277.5,3.45,327.4,317.6,0.366,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000019,0.317,00:07:16:059,338.7,260.8,3.54,306.9,277.7,3.27,323.0,307.4,0.475,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000020,0.334,00:07:17:000,344.1,266.5,3.48,306.0,283.4,3.44,325.5,319.9,0.403,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000021,0.350,00:07:17:001,346.4,266.2,3.40,306.7,276.1,3.22,327.1,313.7,0.387,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000022,0.367,00:07:17:002,344.8,262.7,3.42,309.6,275.5,3.51,327.8,308.4,0.433,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000023,0.384,00:07:17:003,344.4,261.1,3.49,301.0,278.4,3.19,323.0,320.0,0.355,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000024,0.400,00:07:17:004,341.8,262.4,3.49,308.1,277.2,3.38,325.4,308.7,0.451,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000025,0.417,00:07:17:005,355.5,263.1,3.29,295.1,266.9,3.06,326.1,325.5,0.255,0x00000000,0x00000000,0x00000140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,1,0,1,0,0
00000026,0.434,00:07:17:006,341.6,257.8,3.48,315.7,275.8,3.37,329.1,299.5,0.568,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000027,0.450,00:07:17:007,351.6,262.2,3.33,299.5,276.0,3.15,326.2,326.6,0.297,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000028,0.467,00:07:17:008,340.6,255.2,3.52,311.5,275.0,3.36,326.4,301.8,0.515,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000029,0.484,00:07:17:009,347.6,259.4,3.40,302.1,271.8,3.14,325.3,314.9,0.339,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000030,0.501,00:07:17:010,338.5,258.3,3.53,319.0,277.0,3.48,329.1,294.7,0.717,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000031,0.517,00:07:17:011,345.2,259.5,3.44,305.9,272.2,3.20,326.0,308.9,0.392,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000032,0.534,00:07:17:012,343.9,256.5,3.41,313.8,278.0,3.36,329.4,305.9,0.500,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000033,0.551,00:07:17:013,341.0,264.1,3.41,299.1,269.2,3.19,320.1,308.3,0.368,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000034,0.567,00:07:17:014,341.5,262.0,3.44,311.5,270.8,3.41,326.9,298.3,0.500,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000035,0.584,00:07:17:015,336.4,261.5,3.51,309.4,276.9,3.47,323.1,301.8,0.548,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000036,0.601,00:07:17:016,339.3,254.9,3.44,311.1,261.6,3.25,325.5,286.8,0.528,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000037,0.617,00:07:17:017,344.9,276.2,3.40,287.5,290.4,3.15,315.7,348.8,0.269,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000038,0.634,00:07:17:018,336.1,263.6,3.48,305.8,280.1,3.33,321.0,308.4,0.496,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000039,0.651,00:07:17:019,335.1,263.4,3.50,305.0,283.3,3.40,320.0,311.7,0.499,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000040,0.667,00:07:17:020,360.8,262.8,3.16,291.5,268.6,3.02,327.2,337.4,0.220,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000041,0.684,00:07:17:021,335.3,266.0,3.48,305.6,283.5,3.33,320.5,311.5,0.505,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000042,0.701,00:07:17:022,337.6,265.5,3.44,305.2,277.1,3.30,321.5,307.3,0.468,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000043,0.717,00:07:17:023,337.2,264.0,3.42,299.1,271.0,3.13,318.0,306.5,0.402,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000044,0.734,00:07:17:024,333.8,264.4,3.50,317.5,277.7,3.44,325.8,292.5,0.824,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000045,0.751,00:07:17:025,336.6,267.7,3.46,312.8,277.3,3.41,325.0,299.1,0.611,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000046,0.767,00:07:17:026,337.2,262.4,3.41,309.4,273.9,3.45,323.5,299.3,0.537,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000047,0.784,00:07:17:027,335.1,265.7,3.47,309.7,274.0,3.32,322.5,297.1,0.580,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000048,0.801,00:07:17:028,330.9,261.9,3.50,311.6,277.1,3.49,321.3,294.5,0.726,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000049,0.817,00:07:17:029,347.5,273.6,3.28,314.6,284.2,4.15,331.8,315.4,0.461,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000050,0.834,00:07:17:030,330.1,263.9,3.53,316.1,277.8,3.50,323.2,290.3,0.926,0x00000000,0x00000000,0x00004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,0,0,0
00000051,0.851,00:07:17:031,331.4,263.7,3.50,306.3,278.7,3.30,318.8,301.8,0.585,0x00000000,0x00000000,0x00004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,0,0,0
00000052,0.868,00:07:17:032,334.5,264.9,3.44,294.2,281.4,3.14,313.8,320.1,0.381,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000053,0.884,00:07:17:033,329.4,264.6,3.51,302.6,278.0,3.23,315.8,302.8,0.552,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000054,0.901,00:07:17:034,334.1,260.5,3.42,305.9,268.8,3.20,320.0,294.3,0.529,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000055,0.918,00:07:17:035,332.3,262.4,3.48,304.9,277.8,3.23,318.5,303.0,0.544,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000056,0.934,00:07:17:036,334.3,265.6,3.44,311.5,276.6,3.40,323.1,297.4,0.632,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000057,0.951,00:07:17:037,329.5,261.4,3.53,323.5,278.1,3.48,326.6,283.5,1.529,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000058,0.968,00:07:17:038,349.0,274.5,3.22,298.1,277.7,3.36,323.9,327.2,0.304,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000059,0.984,00:07:17:039,332.5,263.5,3.45,315.3,273.0,3.30,324.1,288.4,0.792,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000060,1.001,00:07:17:040,339.0,269.3,3.38,307.8,282.3,3.26,323.6,311.6,0.484,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000061,1.018,00:07:17:041,333.3,265.5,3.44,314.4,275.8,3.31,324.0,292.9,0.737,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000062,1.034,00:07:17:042,335.0,268.0,3.44,307.3,284.2,3.27,321.2,310.1,0.538,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000063,1.051,00:07:17:043,333.9,265.7,3.44,320.4,277.5,3.42,327.3,289.6,0.946,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000064,1.068,00:07:17:044,334.5,267.5,3.42,310.6,282.5,3.32,322.7,304.6,0.609,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000065,1.084,00:07:17:045,330.8,265.7,3.49,319.5,274.5,3.41,325.3,284.6,1.066,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00000066,1.101,00:07:17:046,333.2,265.7,3.46,319.8,278.1,3.32,326.7,290.1,0.952,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00000067,1.118,00:07:17:047,346.1,274.4,3.31,310.0,280.7,3.17,328.7,315.0,0.423,0x00000000,0x00000000,0x00004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,0,0,0
00000068,1.134,00:07:17:048,349.7,258.3,3.41,332.2,272.5,3.32,341.7,288.2,0.783,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000069,1.151,00:07:17:049,355.2,253.5,3.37,352.1,213.1,3.48,353.9,215.4,2.019,0x04800000,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000070,1.168,00:07:17:050,358.0,254.8,3.37,351.8,212.9,3.47,355.4,217.5,1.520,0x04800000,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000071,1.185,00:07:17:051,352.1,253.6,3.45,353.8,217.7,3.56,352.8,216.4,4.096,0x04800000,0x00000000,0x00000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000072,1.201,00:07:17:052,380.0,249.2,3.02,322.5,263.4,3.02,355.5,318.3,0.268,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000073,1.218,00:07:17:053,352.1,252.9,3.48,355.7,260.4,3.54,353.6,257.4,6.876,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000074,1.235,00:07:17:054,358.9,253.2,3.33,343.5,265.8,3.43,352.2,279.3,0.859,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000075,1.251,00:07:17:055,355.7,250.3,3.39,349.2,259.8,3.46,352.9,265.3,1.475,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000076,1.268,00:07:17:056,364.6,259.3,3.29,332.6,274.3,3.24,350.6,303.8,0.473,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000077,1.285,00:07:17:057,358.0,252.4,3.34,342.3,264.6,3.35,351.2,278.4,0.848,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000078,1.301,00:07:17:058,356.4,250.4,3.41,344.1,262.9,3.39,351.0,273.4,1.013,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000079,1.318,00:07:17:059,354.4,254.7,3.47,356.2,259.0,3.51,355.2,257.5,4.183,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000080,1.335,00:07:18:000,367.7,256.9,3.22,325.8,267.2,3.12,349.3,306.2,0.367,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000081,1.351,00:07:18:001,357.4,249.4,3.39,342.7,263.3,3.31,351.0,276.0,0.891,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000082,1.368,00:07:18:002,356.7,253.6,3.40,344.1,264.8,3.35,351.2,275.7,0.996,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000083,1.385,00:07:18:003,358.6,249.9,3.38,345.2,263.2,3.36,352.8,274.8,0.952,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000084,1.401,00:07:18:004,360.0,252.4,3.37,342.1,267.0,3.39,352.2,282.8,0.767,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000085,1.418,00:07:18:005,359.8,253.8,3.37,344.1,261.9,3.30,353.0,275.4,0.850,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000086,1.435,00:07:18:006,361.0,251.6,3.31,342.7,257.6,3.30,353.1,273.4,0.755,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000087,1.451,00:07:18:007,348.5,258.2,3.52,343.2,273.1,3.45,346.2,277.7,1.631,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000088,1.468,00:07:18:008,348.6,262.8,3.29,324.3,267.0,3.30,337.3,288.7,0.601,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000089,1.485,00:07:18:009,344.6,262.3,3.40,327.1,276.0,3.23,336.5,291.8,0.781,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000090,1.502,00:07:18:010,342.2,265.6,3.43,334.8,274.3,3.40,338.7,280.8,1.380,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
