No.,Time,FrameCounter,LX,LY,LP,RX,RY,RP,CX,CY,D,D-Sts,M-Sts,E-Sts,DISABLE_R,XMIN_ERR_R,XMAX_ERR_R,YMIN_ERR_R,YMAX_ERR_R,PUKJ_ERR_R,PUPIL_ERR_R,CALC_ERR_R,METHOD_MSB_R,METHOD_LSB_R,DISABLE_C,XMIN_ERR_C,XMAX_ERR_C,YMIN_ERR_C,YMAX_ERR_C,CALC_ERR_C,DISABLE_L,XMIN_ERR_L,XMAX_ERR_L,YMIN_ERR_L,YMAX_ERR_L,PUKJ_ERR_L,PUPL_ERR_L,CALC_ERR_L,METHOD_MSB_L,METHOD_LSB_L,SCENE,CUE3_DSTATION,CUE2_EXTERNAL,CUE1_SWITCH,TTL_WINK_R,TTL_FIX_R,DTTL_PUPIL_R,TTL_SLEEP_R,TTL_FIX_C,TTL_WINK_L,TTL_FIX_L,TTL_PUPIL_L,TTL_SLEEP_L
00004679,78.062,00:08:34:039,318.7,200.6,3.37,328.3,210.2,3.24,323.5,205.4,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004680,78.079,00:08:34:040,327.9,209.2,3.10,312.9,217.4,4.58,320.4,228.9,0.880,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004681,78.095,00:08:34:041,315.7,205.2,3.36,329.4,213.1,3.27,322.5,209.1,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004682,78.112,00:08:34:042,318.2,207.1,3.26,310.6,211.2,3.00,314.3,216.9,1.352,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004683,78.129,00:08:34:043,315.1,204.1,3.36,326.3,208.3,3.23,320.7,206.2,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004684,78.145,00:08:34:044,318.5,205.2,3.23,311.5,218.9,3.06,314.9,224.2,1.424,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004685,78.162,00:08:34:045,315.7,208.1,3.32,315.6,216.2,3.08,315.7,216.2,2.963,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004686,78.179,00:08:34:046,318.5,206.9,3.23,306.1,212.8,2.94,312.1,222.2,1.008,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004687,78.195,00:08:34:047,316.6,215.4,3.32,327.2,223.2,3.23,321.9,219.3,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004688,78.212,00:08:34:048,314.3,246.3,3.31,328.2,249.6,3.28,321.3,248.0,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004689,78.229,00:08:34:049,313.1,266.7,3.33,321.9,272.8,3.21,317.5,269.7,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004690,78.246,00:08:34:050,310.8,277.1,3.26,313.4,281.2,3.13,312.2,278.9,5.033,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004691,78.262,00:08:34:051,310.2,271.4,3.34,315.1,279.4,3.15,312.7,275.1,12.912,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004692,78.279,00:08:34:052,314.2,278.7,3.22,327.0,293.1,4.75,320.6,285.9,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004693,78.296,00:08:34:053,311.3,273.0,3.29,307.6,277.7,3.00,309.4,281.0,1.886,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004694,78.312,00:08:34:054,312.2,272.7,3.30,312.5,281.5,3.12,312.3,281.3,3.120,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004695,78.329,00:08:34:055,311.7,276.5,3.32,317.4,279.2,3.22,314.6,274.3,25.836,0x00000000,0x00000000,0x00000140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,1,0,1,0,0
00004696,78.346,00:08:34:056,325.7,268.7,3.03,272.2,245.9,2.66,296.4,294.3,0.289,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004697,78.362,00:08:34:057,311.2,271.0,3.40,328.5,273.8,3.27,319.9,272.4,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004698,78.379,00:08:34:058,313.4,271.6,3.29,311.5,280.7,3.10,312.4,282.4,2.295,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004699,78.396,00:08:34:059,317.1,267.4,3.21,310.4,267.6,2.93,313.7,273.4,1.453,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004700,78.412,00:08:35:000,308.9,258.5,3.30,323.3,263.5,3.24,316.1,261.0,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004701,78.429,00:08:35:001,312.8,241.9,3.22,310.7,248.9,3.03,311.7,250.6,2.265,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004702,78.446,00:08:35:002,310.3,234.0,3.30,313.3,238.5,3.12,311.8,236.1,5.585,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004703,78.462,00:08:35:003,313.6,237.0,3.22,313.0,240.3,3.09,313.3,240.8,2.737,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004704,78.479,00:08:35:004,311.8,233.2,3.25,311.4,242.4,3.10,311.6,242.8,2.802,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004705,78.496,00:08:35:005,312.9,233.7,3.26,321.0,237.3,3.21,316.9,235.5,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004706,78.512,00:08:35:006,311.1,233.7,3.28,310.0,239.6,3.03,310.5,240.5,2.557,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004707,78.529,00:08:35:007,315.3,237.9,3.19,316.6,238.0,3.17,316.0,237.0,3.790,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004708,78.546,00:08:35:008,309.0,231.0,3.34,318.8,239.5,3.24,313.9,235.2,100.000,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004709,78.563,00:08:35:009,312.5,231.0,3.25,312.4,231.6,3.05,312.5,231.7,2.955,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004710,78.579,00:08:35:010,312.9,230.9,3.28,320.4,237.8,3.18,316.6,234.3,100.000,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004711,78.596,00:08:35:011,312.4,231.7,3.29,318.3,240.6,3.17,315.4,236.0,35.207,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004712,78.613,00:08:35:012,315.7,228.3,3.23,314.5,237.3,3.08,315.1,238.2,2.533,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004713,78.629,00:08:35:013,312.6,232.8,3.33,312.4,246.9,3.13,312.5,247.0,2.924,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00004714,78.646,00:08:35:014,330.0,232.8,3.06,299.2,227.4,2.78,314.3,252.6,0.489,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004715,78.663,00:08:35:015,317.4,228.0,3.24,322.0,235.0,3.16,319.7,231.4,10.377,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004716,78.679,00:08:35:016,315.8,230.1,3.29,319.5,240.6,3.18,317.7,237.7,6.918,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004717,78.696,00:08:35:017,330.7,219.6,3.05,280.4,209.2,2.64,303.9,250.2,0.307,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004718,78.713,00:08:35:018,317.2,229.2,3.27,320.8,238.2,3.19,319.0,235.4,6.903,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004719,78.729,00:08:35:019,318.6,227.0,3.29,319.3,240.1,3.16,319.0,239.6,3.373,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004720,78.746,00:08:35:020,319.7,228.4,3.26,310.4,244.0,3.08,315.0,251.6,1.207,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004721,78.763,00:08:35:021,318.8,225.2,3.27,323.3,230.8,3.19,321.0,227.3,9.996,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004722,78.779,00:08:35:022,321.6,226.8,3.22,309.2,239.1,3.04,315.3,249.2,1.005,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004723,78.796,00:08:35:023,320.0,226.7,3.27,321.3,232.0,3.18,320.6,231.0,3.788,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004724,78.813,00:08:35:024,318.7,225.5,3.34,327.9,234.5,3.28,323.3,230.0,100.000,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004725,78.829,00:08:35:025,319.4,227.0,3.31,315.2,240.7,3.11,317.3,244.1,1.799,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004726,78.846,00:08:35:026,328.8,224.8,3.19,320.2,235.4,3.16,324.6,242.3,1.267,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004727,78.863,00:08:35:027,323.6,225.8,3.21,314.8,229.9,3.04,319.2,236.9,1.251,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004728,78.880,00:08:35:028,318.1,224.0,3.36,329.3,229.2,3.25,323.7,226.6,100.000,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004729,78.896,00:08:35:029,322.6,224.5,3.26,319.6,230.7,3.14,321.1,233.1,2.035,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00004730,78.913,00:08:35:030,336.1,207.5,3.29,339.3,213.9,3.18,337.6,211.5,5.973,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004731,78.930,00:08:35:031,345.2,193.8,3.31,320.1,225.5,3.05,333.3,245.7,0.585,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004732,78.946,00:08:35:032,343.0,189.7,3.39,348.8,197.3,3.25,345.6,193.2,29.606,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004733,78.963,00:08:35:033,359.7,200.3,3.04,318.5,187.2,2.71,340.8,218.0,0.373,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004734,78.980,00:08:35:034,344.3,191.4,3.38,346.6,201.4,3.25,345.3,199.7,4.779,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004735,78.996,00:08:35:035,345.2,191.9,3.31,342.2,197.2,3.12,343.8,199.4,2.033,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004736,79.013,00:08:35:036,347.4,191.0,3.28,334.9,200.2,3.14,341.7,209.3,1.001,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004737,79.030,00:08:35:037,352.2,200.2,3.20,326.5,193.1,3.42,340.4,212.0,0.572,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004738,79.046,00:08:35:038,342.5,192.4,3.37,337.1,193.5,3.04,340.0,197.4,1.613,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004739,79.063,00:08:35:039,357.0,193.3,3.06,332.4,203.2,3.06,346.0,221.8,0.596,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004740,79.080,00:08:35:040,342.4,196.7,3.33,333.0,201.8,3.04,338.1,208.7,1.196,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004741,79.096,00:08:35:041,342.3,191.1,3.38,353.3,195.6,3.36,347.8,193.4,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004742,79.113,00:08:35:042,344.2,191.2,3.30,332.6,195.5,2.99,338.8,203.8,1.050,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004743,79.130,00:08:35:043,347.9,195.5,3.21,333.8,198.1,3.06,341.5,208.5,0.915,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004744,79.146,00:08:35:044,341.8,194.4,3.36,341.5,202.9,3.20,341.6,203.1,2.873,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004745,79.163,00:08:35:045,342.0,189.2,3.34,335.1,194.1,3.07,338.8,199.0,1.433,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004746,79.180,00:08:35:046,339.9,193.9,3.38,346.3,203.8,3.31,342.8,199.2,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004747,79.196,00:08:35:047,388.7,174.6,2.74,300.1,165.2,2.58,349.9,234.6,0.167,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004748,79.213,00:08:35:048,341.3,193.9,3.36,350.5,197.4,3.33,345.9,195.7,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004749,79.230,00:08:35:049,345.4,193.3,3.29,336.7,197.1,3.12,341.4,203.3,1.265,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004750,79.247,00:08:35:050,344.4,192.6,3.28,332.6,191.9,3.03,338.9,200.3,1.035,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004751,79.263,00:08:35:051,327.2,212.4,3.39,342.2,217.7,3.30,334.7,215.1,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004752,79.280,00:08:35:052,316.5,244.0,3.32,316.3,262.7,3.25,316.4,262.9,2.929,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004753,79.297,00:08:35:053,331.4,252.3,3.35,339.7,261.0,3.29,335.5,256.7,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004754,79.313,00:08:35:054,325.6,255.3,3.33,330.5,259.7,3.21,328.0,255.6,12.750,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004755,79.330,00:08:35:055,336.3,255.9,3.18,306.9,263.4,2.97,321.7,289.8,0.509,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004756,79.347,00:08:35:056,324.7,254.1,3.43,338.2,262.8,3.37,331.4,258.4,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004757,79.363,00:08:35:057,329.0,250.5,3.32,316.4,268.3,3.10,322.8,279.3,0.994,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004758,79.380,00:08:35:058,325.1,254.1,3.40,334.5,269.0,3.34,329.8,261.6,100.000,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004759,79.397,00:08:35:059,337.1,260.8,3.23,312.0,252.8,3.22,324.8,274.5,0.585,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004760,79.413,00:08:36:000,327.0,253.3,3.40,338.0,258.9,3.34,332.5,256.1,100.000,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004761,79.430,00:08:36:001,338.1,256.5,3.21,311.3,260.9,2.99,325.0,284.7,0.552,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004762,79.447,00:08:36:002,328.2,255.9,3.38,325.5,269.0,3.25,326.9,271.4,2.098,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004763,79.463,00:08:36:003,331.1,253.3,3.32,307.7,269.6,3.00,319.4,290.7,0.619,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004764,79.480,00:08:36:004,326.7,254.8,3.45,328.8,265.8,3.26,327.7,264.1,4.464,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004765,79.497,00:08:36:005,331.5,246.0,3.26,311.2,260.0,3.16,321.4,277.7,0.696,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00004766,79.513,00:08:36:006,341.4,220.8,3.03,301.5,237.0,2.98,321.6,271.2,0.386,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004767,79.530,00:08:36:007,326.6,210.9,3.39,325.0,223.1,3.24,325.8,224.3,2.412,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004768,79.547,00:08:36:008,335.4,215.3,3.22,276.2,219.8,2.50,303.8,270.5,0.260,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00004769,79.564,00:08:36:009,328.0,210.4,3.38,325.9,228.3,3.27,327.0,229.9,2.272,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
